Customer_ID,Age,Gender,Income_Level,Location,Purchase_Category,Purchase_Amount,Frequency_of_Purchase,Purchase_Channel,Brand_Loyalty,Product_Rating,Social_Media_Influence,Discount_Used,Customer_Loyalty_Program_Member,Purchase_Intent
19-667-0201,41,Male,Middle,Papua,Home Appliances,3421935,7,Online,2,2,Low,TRUE,FALSE,Need-based
36-274-5269,27,Male,Middle,Jakarta,Hotels,4511895,11,Mixed,1,4,None,TRUE,FALSE,Planned
09-948-3150,23,Female,High,Medan,Software & Apps,6417930,9,Online,2,1,Medium,TRUE,FALSE,Wants-based
19-873-9468,37,Male,Middle,Jakarta,Animal Feed,6331905,9,In-Store,4,1,High,TRUE,FALSE,Planned
37-748-4988,21,Male,Middle,Medan,Furniture,1602700,9,In-Store,1,3,High,TRUE,TRUE,Impulsive
08-755-1170,47,Male,Middle,Jakarta,Furniture,1052760,8,In-Store,1,1,Low,FALSE,FALSE,Planned
07-402-7433,42,Female,Middle,Makassar,Health Supplements,5489480,8,Mixed,1,1,Low,TRUE,TRUE,Wants-based
60-073-3575,30,Male,Middle,Papua,Books,4289935,2,Mixed,4,2,Low,TRUE,FALSE,Planned
97-237-3483,49,Male,Middle,Bandung,Health Care,2948875,6,In-Store,4,1,None,FALSE,TRUE,Need-based
93-675-1619,28,Female,Middle,Jakarta,Animal Feed,3154095,7,Mixed,3,2,Medium,FALSE,FALSE,Planned
43-884-2577,24,Male,Middle,Papua,Health Supplements,4084250,6,In-Store,4,4,None,FALSE,TRUE,Wants-based
33-200-7615,40,Female,High,Makassar,Arts & Crafts,3833150,2,Online,4,3,Low,TRUE,TRUE,Wants-based
63-631-8261,18,Male,High,Papua,Toys & Games,786005,12,Mixed,5,4,None,TRUE,FALSE,Need-based
34-016-7909,42,Male,High,Bandung,Office Supplies,2043675,4,Mixed,2,2,Low,TRUE,FALSE,Planned
82-304-6495,19,Male,High,Jakarta,Beauty & Personal Care,7120545,6,Online,3,4,Low,FALSE,FALSE,Planned
70-207-6999,36,Female,High,Jakarta,Office Supplies,5941615,6,In-Store,5,5,Medium,FALSE,FALSE,Need-based
71-780-8195,26,Female,High,Makassar,Toys & Games,3287240,8,Online,3,2,Low,FALSE,TRUE,Need-based
93-356-8589,35,Female,High,Makassar,Arts & Crafts,5746315,7,Mixed,4,2,High,FALSE,FALSE,Wants-based
92-142-9480,39,Male,High,Bandung,Clothing,4954730,7,In-Store,3,4,High,FALSE,TRUE,Planned
53-042-5685,44,Female,Middle,Papua,Jewelry & Accessories,5782275,3,Online,3,4,Low,FALSE,FALSE,Need-based
35-853-2222,19,Female,High,Jakarta,Sports & Outdoors,6103590,6,Online,3,2,Medium,TRUE,TRUE,Need-based
83-670-9273,27,Female,High,Makassar,Clothing,3798120,4,Online,1,3,High,TRUE,FALSE,Impulsive
37-783-6086,26,Female,High,Jakarta,Beauty & Personal Care,1724685,3,Online,2,2,High,FALSE,FALSE,Impulsive
79-902-8144,26,Female,High,Bandung,Baby Products,1445995,11,Mixed,1,1,High,TRUE,FALSE,Wants-based
41-009-7879,27,Female,High,Papua,Hotels,2425750,5,Mixed,4,4,High,TRUE,FALSE,Impulsive
89-302-8461,37,Male,Middle,Surabaya,Packages),4496705,8,Mixed,5,5,Medium,FALSE,TRUE,Planned
23-066-1915,23,Female,Middle,Jakarta,Software & Apps,5506840,3,Online,4,2,Low,TRUE,FALSE,Wants-based
39-090-0124,31,Female,Middle,Papua,Gardening & Outdoors,1142970,7,In-Store,2,1,High,FALSE,TRUE,Need-based
41-854-0707,21,Female,Middle,Makassar,Sports & Outdoors,2640425,10,Online,2,5,Medium,TRUE,FALSE,Impulsive
04-352-1558,36,Female,High,Jakarta,Home Appliances,1917350,6,In-Store,1,4,High,FALSE,FALSE,Impulsive
93-867-8303,21,Female,Middle,Jakarta,Gardening & Outdoors,3124800,9,Mixed,1,4,Medium,FALSE,TRUE,Wants-based
31-088-6950,27,Female,Middle,Jakarta,Furniture,1800170,11,Online,2,1,High,FALSE,TRUE,Need-based
43-616-8365,29,Female,Middle,Medan,Jewelry & Accessories,7492390,9,In-Store,1,2,High,FALSE,FALSE,Need-based
71-876-9118,24,Male,Middle,Jakarta,Health Supplements,6488610,9,Online,2,4,Low,TRUE,FALSE,Impulsive
18-263-0366,33,Female,Middle,Papua,Books,2167365,12,Mixed,4,5,None,FALSE,TRUE,Planned
25-502-1415,38,Female,High,Jakarta,Arts & Crafts,839635,4,In-Store,1,4,Medium,FALSE,TRUE,Impulsive
50-000-9588,47,Male,High,Surabaya,Jewelry & Accessories,6782645,10,Online,4,4,None,TRUE,TRUE,Wants-based
32-338-5967,32,Male,Middle,Papua,Hotels,1760335,5,In-Store,3,5,Medium,FALSE,FALSE,Wants-based
19-311-9149,21,Female,High,Bandung,Packages),4735870,6,In-Store,4,4,Medium,TRUE,FALSE,Impulsive
94-212-7169,23,Female,High,Makassar,Food & Beverages,5256360,2,Mixed,2,3,Medium,FALSE,TRUE,Need-based
17-246-6194,45,Female,Middle,Papua,Jewelry & Accessories,5012700,11,In-Store,5,5,Low,TRUE,TRUE,Impulsive
26-672-1285,24,Female,Middle,Medan,Clothing,7325455,9,Online,3,2,None,TRUE,TRUE,Need-based
00-265-0556,20,Female,Middle,Makassar,Furniture,1054310,10,Online,2,1,None,TRUE,TRUE,Need-based
76-397-3294,27,Male,High,Bandung,Toys & Games,3091320,7,Online,3,2,None,FALSE,TRUE,Planned
43-612-8079,47,Male,High,Bandung,Sports & Outdoors,3886315,6,Online,4,3,Low,FALSE,FALSE,Planned
17-213-2834,34,Male,Middle,Makassar,Clothing,5773595,12,Online,3,1,High,TRUE,FALSE,Impulsive
36-214-1586,41,Male,High,Makassar,Books,2896175,2,In-Store,5,1,High,TRUE,FALSE,Wants-based
32-414-1466,26,Male,High,Bandung,Sports & Outdoors,1136460,10,Online,1,1,None,TRUE,FALSE,Wants-based
12-699-6543,49,Male,Middle,Papua,Clothing,3326145,6,In-Store,4,4,None,TRUE,TRUE,Need-based
83-427-3218,47,Female,Middle,Jakarta,Furniture,7243460,12,In-Store,4,5,Medium,FALSE,TRUE,Wants-based
61-663-9008,18,Male,Middle,Makassar,Travel & Leisure (Flights,7372575,4,Mixed,5,3,High,TRUE,TRUE,Impulsive
86-917-7481,48,Female,Middle,Papua,Animal Feed,2501390,11,In-Store,5,4,None,TRUE,FALSE,Wants-based
66-086-2306,19,Male,Middle,Jakarta,Baby Products,3871590,4,Mixed,3,2,Low,FALSE,FALSE,Impulsive
43-671-9834,39,Female,Middle,Medan,Clothing,2323140,9,In-Store,5,2,Low,FALSE,FALSE,Planned
90-888-8726,48,Female,High,Surabaya,Jewelry & Accessories,5379895,5,Mixed,3,1,Medium,FALSE,FALSE,Impulsive
23-085-0811,43,Female,High,Medan,Health Care,5355095,9,Mixed,1,4,High,TRUE,TRUE,Planned
85-192-9218,31,Female,High,Bandung,Health Care,4607220,2,Online,5,3,Medium,TRUE,FALSE,Wants-based
82-671-7236,28,Female,Middle,Makassar,Home Appliances,7662270,12,In-Store,5,3,High,FALSE,FALSE,Need-based
42-674-3987,29,Male,Middle,Makassar,Animal Feed,6874560,5,In-Store,4,3,None,TRUE,TRUE,Wants-based
41-934-7739,45,Female,Middle,Jakarta,Jewelry & Accessories,7086290,7,In-Store,1,3,High,TRUE,FALSE,Planned
48-825-0400,38,Male,Middle,Jakarta,Books,6322140,4,In-Store,4,4,None,FALSE,FALSE,Wants-based
30-133-5120,30,Male,Middle,Jakarta,Books,6954540,8,Online,5,1,High,TRUE,FALSE,Need-based
29-827-8515,40,Female,High,Papua,Electronics,3967380,7,In-Store,4,2,High,FALSE,TRUE,Need-based
91-724-4633,45,Male,Middle,Papua,Luxury Goods,2264085,7,In-Store,2,4,Low,TRUE,TRUE,Planned
10-328-5732,44,Female,High,Jakarta,Health Supplements,4834450,4,Mixed,4,5,Low,FALSE,FALSE,Impulsive
38-912-1128,38,Female,Middle,Jakarta,Gardening & Outdoors,4674800,4,Mixed,1,5,Low,FALSE,FALSE,Planned
07-751-9620,23,Male,Middle,Bandung,Software & Apps,4610475,3,Online,1,3,Medium,FALSE,FALSE,Need-based
81-877-9170,30,Male,High,Papua,Sports & Outdoors,2437530,3,Mixed,3,1,Medium,FALSE,TRUE,Planned
19-885-2597,42,Male,High,Medan,Health Supplements,3711630,3,Mixed,1,3,Low,TRUE,FALSE,Planned
82-389-2029,28,Female,High,Jakarta,Gardening & Outdoors,3732710,10,Mixed,1,5,High,TRUE,FALSE,Planned
97-463-0048,44,Female,Middle,Medan,Sports & Outdoors,4682085,6,Online,2,5,Medium,TRUE,FALSE,Planned
91-572-6135,45,Male,Middle,Bandung,Software & Apps,5703845,2,In-Store,5,1,None,FALSE,FALSE,Wants-based
10-232-0685,46,Female,High,Medan,Groceries,5576125,7,Mixed,5,3,High,FALSE,TRUE,Impulsive
77-761-7475,28,Female,Middle,Medan,Packages),3168820,2,Online,1,1,None,FALSE,TRUE,Impulsive
78-826-3039,27,Male,High,Jakarta,Gardening & Outdoors,3548415,7,Online,1,1,Low,TRUE,TRUE,Impulsive
86-668-1045,20,Female,High,Surabaya,Office Supplies,5507305,11,In-Store,2,1,High,FALSE,FALSE,Need-based
14-603-9698,40,Male,High,Surabaya,Animal Feed,5187385,12,Online,2,1,None,TRUE,FALSE,Impulsive
23-752-2213,36,Male,Middle,Surabaya,Books,2832160,5,In-Store,4,3,High,FALSE,TRUE,Need-based
71-486-8561,43,Male,High,Makassar,Jewelry & Accessories,4033410,11,Online,3,5,None,FALSE,FALSE,Wants-based
76-382-7162,26,Female,High,Medan,Food & Beverages,7051415,8,In-Store,2,4,Low,FALSE,FALSE,Impulsive
28-947-4295,29,Male,Middle,Jakarta,Beauty & Personal Care,5044010,11,In-Store,5,3,Low,TRUE,TRUE,Need-based
84-765-0748,34,Female,Middle,Makassar,Jewelry & Accessories,5446080,2,Mixed,4,5,High,FALSE,FALSE,Need-based
54-207-8349,40,Male,High,Jakarta,Baby Products,5171265,8,Mixed,2,5,None,FALSE,FALSE,Planned
20-419-0341,42,Female,High,Makassar,Beauty & Personal Care,7283450,4,In-Store,3,4,Low,FALSE,FALSE,Impulsive
52-005-9914,28,Male,High,Medan,Mobile Accessories,3216560,4,In-Store,3,3,Low,FALSE,FALSE,Wants-based
34-846-7805,49,Male,High,Surabaya,Toys & Games,1951295,7,Online,5,2,Low,FALSE,FALSE,Impulsive
26-596-5461,46,Female,High,Bandung,Electronics,2646935,9,Online,1,4,Medium,FALSE,TRUE,Planned
20-157-8631,44,Female,High,Surabaya,Electronics,990605,2,In-Store,4,5,None,FALSE,TRUE,Planned
91-199-9097,29,Male,High,Surabaya,Clothing,5278525,7,Mixed,2,2,Low,FALSE,FALSE,Wants-based
55-846-2579,47,Male,Middle,Surabaya,Software & Apps,5861170,6,Mixed,5,2,Medium,FALSE,FALSE,Planned
83-455-7266,37,Female,Middle,Makassar,Toys & Games,3655520,9,In-Store,5,1,None,FALSE,FALSE,Impulsive
67-599-9267,47,Male,High,Makassar,Arts & Crafts,2548820,5,Online,2,3,Low,FALSE,FALSE,Wants-based
41-501-9276,24,Male,High,Bandung,Sports & Outdoors,7065055,3,In-Store,3,5,Low,FALSE,FALSE,Wants-based
99-509-4653,36,Male,High,Medan,Health Care,4623960,7,In-Store,2,2,Low,TRUE,FALSE,Need-based
31-284-5722,36,Female,High,Surabaya,Hotels,5451505,7,In-Store,2,2,Medium,TRUE,TRUE,Need-based
88-000-9227,49,Male,Middle,Medan,Toys & Games,6098940,11,Mixed,5,2,High,TRUE,TRUE,Planned
52-726-9328,19,Female,High,Jakarta,Office Supplies,3746660,6,In-Store,4,2,Medium,FALSE,FALSE,Need-based
60-198-5417,27,Female,High,Bandung,Software & Apps,4343100,3,Mixed,1,1,Medium,FALSE,TRUE,Impulsive
00-107-4749,36,Female,Middle,Makassar,Health Supplements,2759620,5,Mixed,4,4,None,TRUE,FALSE,Planned
88-428-8409,37,Male,High,Makassar,Packages),5393845,5,In-Store,3,5,Low,TRUE,TRUE,Need-based
21-313-7424,45,Female,Middle,Surabaya,Office Supplies,5329055,3,In-Store,2,5,High,FALSE,TRUE,Need-based
79-973-7862,47,Female,Middle,Jakarta,Animal Feed,1631995,7,Online,1,4,Low,FALSE,FALSE,Impulsive
81-814-3498,32,Male,Middle,Makassar,Hotels,7496730,3,Mixed,5,3,Medium,FALSE,FALSE,Wants-based
34-375-8138,48,Male,Middle,Surabaya,Home Appliances,1075855,8,Online,1,3,High,FALSE,FALSE,Wants-based
05-067-9686,20,Female,High,Jakarta,Toys & Games,3211290,11,In-Store,2,1,Low,FALSE,TRUE,Planned
61-951-7929,32,Male,Middle,Bandung,Health Supplements,7039325,11,In-Store,5,2,High,TRUE,TRUE,Impulsive
53-667-0793,25,Male,High,Makassar,Groceries,1751655,11,Mixed,3,5,Low,FALSE,TRUE,Wants-based
61-212-1117,42,Male,Middle,Papua,Packages),6496515,4,Mixed,1,1,None,FALSE,TRUE,Wants-based
09-443-7536,37,Female,High,Makassar,Jewelry & Accessories,2849830,5,In-Store,4,3,Medium,FALSE,FALSE,Planned
27-463-5671,21,Female,Middle,Medan,Packages),834985,10,In-Store,5,5,Medium,TRUE,FALSE,Wants-based
53-380-3968,43,Female,High,Jakarta,Food & Beverages,6631210,9,In-Store,5,3,Medium,TRUE,TRUE,Wants-based
42-969-0735,29,Female,High,Papua,Packages),4383710,6,Online,5,5,Medium,FALSE,TRUE,Impulsive
12-440-5464,28,Male,Middle,Makassar,Electronics,3337305,7,Online,3,1,Medium,FALSE,TRUE,Planned
33-467-2534,43,Male,Middle,Papua,Furniture,2846730,11,In-Store,1,5,Low,TRUE,FALSE,Impulsive
35-418-0288,48,Female,High,Makassar,Baby Products,3080315,10,Mixed,5,4,High,TRUE,TRUE,Planned
33-787-2143,26,Female,Middle,Makassar,Travel & Leisure (Flights,4118660,7,Online,4,5,None,TRUE,TRUE,Wants-based
58-528-6262,42,Male,Middle,Bandung,Software & Apps,2144425,2,Mixed,1,2,Low,TRUE,FALSE,Wants-based
31-060-2716,27,Male,Middle,Jakarta,Groceries,6848985,3,Mixed,4,3,High,TRUE,TRUE,Planned
81-515-5823,40,Female,Middle,Surabaya,Clothing,2763495,4,Mixed,2,1,Low,FALSE,TRUE,Impulsive
90-858-0453,23,Male,Middle,Papua,Sports & Outdoors,1194740,10,Mixed,4,2,High,TRUE,TRUE,Wants-based
28-874-8938,46,Male,High,Makassar,Office Supplies,4136950,11,In-Store,5,4,Low,FALSE,TRUE,Wants-based
89-625-5542,38,Female,Middle,Jakarta,Electronics,4182520,4,Online,2,2,Low,TRUE,FALSE,Need-based
07-966-8728,23,Male,Middle,Medan,Home Appliances,5180410,8,In-Store,1,5,None,FALSE,FALSE,Planned
94-408-2581,40,Female,Middle,Jakarta,Travel & Leisure (Flights,7355680,8,Mixed,3,5,Low,TRUE,TRUE,Planned
55-301-9368,34,Male,High,Papua,Electronics,5594105,4,Online,4,1,High,TRUE,TRUE,Impulsive
72-336-1992,44,Female,Middle,Bandung,Groceries,5789095,6,Mixed,3,3,Medium,TRUE,TRUE,Impulsive
06-008-2805,32,Female,High,Papua,Sports & Outdoors,7165650,5,In-Store,1,4,None,TRUE,TRUE,Impulsive
77-178-6086,42,Female,Middle,Makassar,Toys & Games,5156385,8,Online,5,4,Medium,FALSE,TRUE,Planned
28-832-2885,22,Female,High,Makassar,Home Appliances,3648545,9,In-Store,2,3,None,FALSE,TRUE,Need-based
75-210-7391,44,Female,Middle,Surabaya,Packages),4181590,7,Online,3,5,Medium,TRUE,TRUE,Wants-based
60-470-3563,29,Male,Middle,Bandung,Gardening & Outdoors,7724115,2,Mixed,1,5,Medium,TRUE,TRUE,Need-based
24-241-7171,30,Female,High,Makassar,Health Supplements,2835570,7,Mixed,4,3,None,TRUE,TRUE,Planned
53-784-1855,19,Female,Middle,Jakarta,Health Supplements,1886350,7,Mixed,1,4,High,TRUE,FALSE,Wants-based
83-561-3374,45,Female,High,Bandung,Software & Apps,7583685,4,Mixed,3,2,High,FALSE,FALSE,Need-based
96-121-0629,38,Male,Middle,Medan,Software & Apps,4710915,6,Mixed,1,5,High,TRUE,TRUE,Wants-based
00-275-9990,24,Female,Middle,Papua,Food & Beverages,4692470,11,Online,3,3,High,TRUE,FALSE,Wants-based
36-593-2907,42,Male,High,Medan,Beauty & Personal Care,2436755,11,Online,3,2,Medium,TRUE,FALSE,Impulsive
22-692-3470,46,Female,High,Surabaya,Sports & Outdoors,2471475,2,In-Store,2,2,Medium,TRUE,TRUE,Wants-based
90-322-7329,44,Female,High,Medan,Luxury Goods,4850415,2,In-Store,4,4,High,TRUE,FALSE,Impulsive
28-395-9872,38,Male,High,Jakarta,Hotels,1018040,4,In-Store,4,5,Medium,FALSE,TRUE,Need-based
79-297-1061,44,Male,Middle,Bandung,Software & Apps,958830,5,Mixed,5,4,None,FALSE,FALSE,Impulsive
93-649-9356,18,Female,High,Makassar,Electronics,5328435,6,Online,4,2,None,TRUE,TRUE,Planned
27-543-7069,37,Male,Middle,Makassar,Home Appliances,1661755,2,Online,5,1,None,TRUE,TRUE,Wants-based
96-079-9597,31,Female,High,Surabaya,Home Appliances,2309190,12,Mixed,3,4,None,TRUE,TRUE,Planned
38-940-4942,22,Female,High,Surabaya,Health Care,7601355,4,In-Store,3,1,Low,FALSE,TRUE,Wants-based
82-014-2564,33,Male,High,Papua,Groceries,7150770,4,In-Store,4,2,High,FALSE,TRUE,Wants-based
70-699-5799,20,Female,High,Makassar,Office Supplies,5252795,7,Mixed,1,1,Low,TRUE,TRUE,Impulsive
53-240-2040,26,Male,High,Surabaya,Gardening & Outdoors,3450765,3,Mixed,3,5,Medium,FALSE,TRUE,Planned
27-742-2776,26,Male,High,Bandung,Toys & Games,1115225,2,Online,3,3,None,FALSE,TRUE,Planned
55-620-7906,21,Male,High,Jakarta,Software & Apps,4100060,9,Mixed,2,3,None,TRUE,TRUE,Planned
04-213-4617,43,Male,High,Makassar,Food & Beverages,6429400,9,Mixed,5,1,Low,FALSE,FALSE,Planned
79-384-7469,50,Male,Middle,Jakarta,Groceries,787245,12,In-Store,5,4,Medium,TRUE,TRUE,Planned
30-839-5589,42,Female,Middle,Bandung,Hotels,4096650,10,Mixed,2,3,Low,TRUE,TRUE,Wants-based
76-848-9229,29,Male,High,Surabaya,Animal Feed,1898130,6,In-Store,2,2,High,FALSE,TRUE,Need-based
98-559-6096,20,Male,Middle,Medan,Software & Apps,3689155,8,In-Store,5,2,High,FALSE,TRUE,Need-based
56-810-2066,40,Female,High,Papua,Home Appliances,7600270,4,Mixed,5,1,None,FALSE,FALSE,Planned
55-580-7707,38,Male,High,Jakarta,Jewelry & Accessories,3812690,4,Online,5,5,High,FALSE,TRUE,Impulsive
18-605-0795,45,Male,Middle,Medan,Hotels,6057865,9,Online,2,1,Medium,FALSE,TRUE,Need-based
86-268-2904,49,Male,High,Medan,Jewelry & Accessories,2462020,6,Mixed,3,3,None,TRUE,FALSE,Wants-based
75-847-7630,37,Male,Middle,Makassar,Baby Products,6808220,8,Mixed,4,1,High,FALSE,TRUE,Need-based
76-910-2337,23,Male,Middle,Papua,Toys & Games,1432665,12,Mixed,1,5,Medium,FALSE,FALSE,Impulsive
56-719-7145,48,Female,High,Medan,Clothing,5163825,9,Online,1,1,High,FALSE,FALSE,Impulsive
14-025-2335,19,Male,Middle,Medan,Luxury Goods,995410,9,Online,3,2,High,TRUE,FALSE,Planned
10-300-8072,46,Female,High,Papua,Home Appliances,4503215,3,Mixed,5,1,Low,TRUE,TRUE,Impulsive
73-698-2326,39,Male,Middle,Bandung,Baby Products,3902900,6,Online,5,4,High,TRUE,FALSE,Planned
01-023-2094,27,Male,Middle,Makassar,Sports & Outdoors,7448060,3,Mixed,3,1,Low,FALSE,FALSE,Planned
65-359-4645,28,Female,Middle,Surabaya,Packages),7156505,10,Mixed,5,2,Low,FALSE,FALSE,Need-based
33-405-7978,50,Female,High,Surabaya,Software & Apps,4469270,12,In-Store,5,5,None,FALSE,TRUE,Wants-based
09-783-7921,19,Female,High,Surabaya,Gardening & Outdoors,3008240,3,Online,3,5,Low,TRUE,FALSE,Wants-based
76-561-2427,27,Female,Middle,Makassar,Travel & Leisure (Flights,3075975,11,Mixed,5,2,High,TRUE,FALSE,Need-based
82-467-3300,23,Male,High,Bandung,Baby Products,3354975,5,In-Store,3,5,Medium,FALSE,TRUE,Impulsive
92-946-7398,19,Female,High,Medan,Baby Products,5560160,5,Online,4,5,Low,TRUE,FALSE,Need-based
59-891-2990,22,Female,Middle,Makassar,Luxury Goods,5697180,9,Online,5,3,None,FALSE,FALSE,Planned
22-579-3978,40,Male,Middle,Surabaya,Clothing,1376090,10,Online,5,3,High,FALSE,FALSE,Wants-based
22-352-0576,48,Male,Middle,Bandung,Food & Beverages,7220675,10,In-Store,2,5,None,TRUE,TRUE,Wants-based
28-676-0614,49,Male,Middle,Jakarta,Clothing,4070455,3,In-Store,4,3,Medium,FALSE,FALSE,Wants-based
07-211-9364,45,Female,Middle,Bandung,Home Appliances,1414220,8,In-Store,2,5,High,TRUE,TRUE,Impulsive
98-238-6733,42,Female,High,Papua,Luxury Goods,6598195,5,Mixed,3,1,High,FALSE,TRUE,Wants-based
72-006-3769,41,Female,High,Papua,Packages),6914705,9,Online,3,4,Medium,TRUE,FALSE,Planned
75-845-3143,23,Female,High,Bandung,Software & Apps,7596705,8,Online,2,2,Low,FALSE,FALSE,Impulsive
26-028-2671,44,Female,High,Bandung,Sports & Outdoors,6255335,6,Mixed,2,3,High,FALSE,TRUE,Need-based
55-876-7407,42,Female,High,Medan,Packages),6853325,10,Online,4,3,High,FALSE,TRUE,Planned
47-720-9520,49,Female,Middle,Makassar,Sports & Outdoors,1220005,5,Mixed,2,5,None,TRUE,FALSE,Need-based
42-207-5005,45,Female,Middle,Jakarta,Furniture,7618405,2,In-Store,1,1,Medium,TRUE,FALSE,Impulsive
47-266-2261,36,Female,Middle,Bandung,Furniture,7089545,12,Online,5,1,High,TRUE,FALSE,Impulsive
77-642-7686,38,Female,High,Bandung,Food & Beverages,2768455,12,Online,1,4,High,TRUE,TRUE,Wants-based
37-468-8133,44,Male,Middle,Makassar,Health Care,7633905,7,In-Store,1,3,Low,TRUE,FALSE,Impulsive
00-335-5034,37,Female,High,Makassar,Home Appliances,6376700,3,In-Store,5,3,High,TRUE,FALSE,Planned
95-148-1769,36,Male,Middle,Bandung,Clothing,1496060,5,In-Store,2,4,Low,FALSE,TRUE,Impulsive
72-324-1243,34,Male,High,Makassar,Mobile Accessories,1014475,6,Online,4,5,High,TRUE,FALSE,Planned
62-687-5354,23,Male,Middle,Jakarta,Health Care,3965830,3,In-Store,5,3,High,TRUE,TRUE,Need-based
54-634-0814,35,Male,High,Bandung,Furniture,1157695,10,Mixed,3,4,Low,FALSE,FALSE,Need-based
64-769-5737,45,Male,Middle,Makassar,Home Appliances,6676625,8,Mixed,5,4,Low,FALSE,TRUE,Need-based
62-892-2088,38,Male,High,Makassar,Software & Apps,5737635,2,Mixed,4,2,Medium,FALSE,TRUE,Need-based
53-951-2529,25,Male,Middle,Makassar,Electronics,5956030,6,Mixed,4,2,High,FALSE,FALSE,Need-based
00-264-3797,26,Male,Middle,Medan,Home Appliances,1984155,2,Online,5,3,Medium,TRUE,TRUE,Planned
88-445-9235,46,Female,High,Medan,Luxury Goods,4671700,4,Mixed,5,2,Medium,FALSE,TRUE,Wants-based
65-539-9955,18,Female,High,Medan,Health Supplements,6157375,6,Mixed,3,4,Low,FALSE,FALSE,Planned
89-730-1134,46,Male,Middle,Jakarta,Gardening & Outdoors,1490790,3,Mixed,5,1,None,FALSE,FALSE,Need-based
74-051-7865,19,Female,High,Medan,Baby Products,6051820,4,Mixed,4,2,Medium,TRUE,TRUE,Planned
40-450-4266,37,Female,Middle,Makassar,Health Care,953250,11,In-Store,3,5,Medium,TRUE,TRUE,Impulsive
78-796-5651,35,Female,Middle,Bandung,Office Supplies,3633820,6,Online,1,1,Medium,FALSE,TRUE,Wants-based
78-163-4800,43,Male,Middle,Surabaya,Toys & Games,4942020,6,Mixed,4,5,Low,FALSE,TRUE,Impulsive
90-272-5701,28,Male,Middle,Surabaya,Toys & Games,5073460,6,Online,3,4,None,TRUE,TRUE,Planned
14-118-5229,25,Male,Middle,Makassar,Books,7372420,3,Mixed,3,4,Low,TRUE,TRUE,Wants-based
24-662-2119,47,Male,High,Surabaya,Hotels,1063145,9,Online,1,3,Medium,FALSE,TRUE,Impulsive
61-794-8438,45,Male,Middle,Papua,Health Care,2062120,12,Online,4,2,High,TRUE,FALSE,Need-based
21-959-5766,24,Female,High,Papua,Luxury Goods,3047765,9,In-Store,2,1,Medium,TRUE,FALSE,Impulsive
42-518-2602,30,Male,Middle,Surabaya,Home Appliances,7346380,12,Online,2,4,Medium,TRUE,TRUE,Planned
35-850-8676,24,Female,High,Bandung,Luxury Goods,7324060,8,Mixed,3,5,Low,FALSE,FALSE,Wants-based
07-958-2231,27,Female,Middle,Makassar,Baby Products,5204900,9,In-Store,2,1,None,TRUE,TRUE,Planned
78-503-0416,25,Male,Middle,Surabaya,Luxury Goods,1326335,12,Mixed,5,5,Low,TRUE,FALSE,Wants-based
46-167-7999,44,Female,Middle,Jakarta,Beauty & Personal Care,1681750,11,Online,1,3,None,FALSE,FALSE,Impulsive
93-989-8649,26,Male,Middle,Surabaya,Food & Beverages,2673750,8,Mixed,3,2,Medium,TRUE,TRUE,Planned
98-130-8811,18,Female,High,Bandung,Electronics,3298400,6,Mixed,4,4,None,TRUE,TRUE,Need-based
18-614-2070,47,Female,Middle,Makassar,Baby Products,5028355,7,In-Store,1,5,None,TRUE,FALSE,Need-based
80-277-3242,36,Male,High,Medan,Travel & Leisure (Flights,5307045,8,In-Store,2,1,Low,FALSE,FALSE,Wants-based
44-949-9040,23,Female,High,Surabaya,Health Care,6926330,9,Mixed,1,1,None,FALSE,TRUE,Need-based
04-545-9162,49,Male,High,Papua,Electronics,7178825,3,In-Store,1,5,None,TRUE,FALSE,Planned
51-320-2801,27,Female,High,Makassar,Groceries,1906345,12,Mixed,4,2,High,TRUE,TRUE,Need-based
50-510-5119,43,Male,High,Jakarta,Beauty & Personal Care,4997200,7,Mixed,2,5,Medium,TRUE,TRUE,Need-based
63-964-6954,19,Female,High,Surabaya,Health Care,1134445,5,Online,4,2,Low,FALSE,TRUE,Wants-based
55-569-9247,41,Female,Middle,Makassar,Toys & Games,4325740,10,In-Store,4,2,High,FALSE,FALSE,Planned
02-911-0447,29,Female,Middle,Bandung,Travel & Leisure (Flights,7422175,10,Mixed,4,5,None,FALSE,FALSE,Need-based
77-626-7240,25,Male,High,Papua,Food & Beverages,1339045,5,Mixed,3,5,High,FALSE,FALSE,Impulsive
75-915-9803,45,Male,High,Bandung,Baby Products,2981425,4,Online,2,1,High,TRUE,TRUE,Impulsive
78-905-2660,36,Female,Middle,Surabaya,Beauty & Personal Care,3647460,7,Online,4,2,Medium,FALSE,TRUE,Need-based
02-677-6735,21,Female,High,Medan,Electronics,3295765,8,In-Store,2,3,Low,FALSE,FALSE,Impulsive
20-460-9796,47,Female,Middle,Papua,Food & Beverages,3822765,8,Online,3,3,None,TRUE,TRUE,Impulsive
57-587-4005,26,Female,Middle,Makassar,Toys & Games,3541285,9,Online,4,3,None,FALSE,TRUE,Wants-based
99-477-8256,25,Female,Middle,Papua,Gardening & Outdoors,5328435,6,In-Store,2,4,Low,TRUE,FALSE,Need-based
03-992-3728,26,Female,Middle,Medan,Groceries,5259460,9,Mixed,5,4,Medium,FALSE,TRUE,Need-based
24-878-4507,34,Male,High,Surabaya,Clothing,5069275,9,In-Store,2,5,Low,FALSE,FALSE,Impulsive
